ID	ST	Serovar	GC (%)	Total reads	Passed reads (%)	Low quality reads (%)	too many Ns reads (%)	Too short reads (%)	No. of contigs	Placeholders (N) per 100kbp	N50	Total assembled bases	Point Mutations StarAMR	All AMR ARIBA-NCBI	Sample Accession	Run Accession	Collection Year	Source Niche	Source Type	Source Details	Country	Region	Source Lab
SRR8517844	15	Heidelberg	52.08	3210298	87.92	12.07	0.01	0	167	0	193832	5035651	No result	No result	SRS4317156	SRR8517844	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8517845	15	Heidelberg	52.02	3755618	96.54	3.39	0.07	0	109	0	253722	4914899	No result	No result	SRS4317157	SRR8517845	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8517846	15	Heidelberg	52.06	2452024	94.02	5.93	0.05	0	99	0	228334	4980015	No result	No result	SRS4317158	SRR8517846	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8517847	Unknown	Heidelberg	52.07	4588768	96.12	3.87	0.02	0	115	0	230871	4929286	No result	No result	SRS4317159	SRR8517847	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8517848	15	Heidelberg	52.08	5068414	96.39	3.4	0.21	0	108	0	253602	5022148	No result	No result	SRS4317160	SRR8517848	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8517849	15	Heidelberg	52.06	6155330	97.5	2.44	0.06	0	168	0	89249	5109016	No result	No result	SRS4317161	SRR8517849	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8517850	548	Minnesota	52.24	3993766	96.46	3.47	0.07	0	154	0	153375	4965921	No result	No result	SRS4317162	SRR8517850	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8517851	548	Minnesota	52.17	5283170	94.49	5.5	0.01	0	194	0	119852	4900872	No result	No result	SRS4317163	SRR8517851	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8517852	15	Heidelberg	52.42	2735376	98.06	1.93	0.01	0	436	0	26433	4864339	No result	No result	SRS4317164	SRR8517852	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8524611	Unknown	Heidelberg	52.01	3436080	96.12	3.83	0.04	0	120	0	297505	5041817	No result	No result	SRS4322197	SRR8524611	2018	Food	Poultry	Frozen Chicken Half Breast Bl Sl Without Inner Fillet Salted	Brazil (import)	NA	UK Health Security Agency
SRR8661063	548	Minnesota	52.2	4980274	95.96	1.5	0	0	105	0	179744	4749217	No result	No result	SRS4432266	SRR8661063	2016	Human	Human	Homo sapiens; human	United Kingdom	NA	UK Health Security Agency
SRR8833188	Unknown	Heidelberg	52.02	4540816	94.85	5.1	0.05	0	157	0	161697	5031991	No result	No result	SRS4567468	SRR8833188	2013	Food	Poultry	Raw poultry	Brazil (import)	NA	UK Health Security Agency
SRR8833189	65	Brandenburg	52.21	3841096	96.55	3.39	0.06	0	101	0	214803	4564166	No result	No result	SRS4567469	SRR8833189	2013	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR8833277	14	Senftenberg	51.92	4745042	96.16	3.78	0.06	0	134	0	223642	4812515	No result	No result	SRS4567554	SRR8833277	2014	Food	Poultry	Turkey	Brazil (import)	NA	UK Health Security Agency
SRR8833278	50	Saintpaul	52.06	5521448	96.71	3.23	0.06	0	153	0	234342	4939984	No result	No result	SRS4567555	SRR8833278	2016	Food	Poultry	Turkey	Brazil (import)	NA	UK Health Security Agency
SRR8833298	Unknown	Agona	52.05	3385176	95.63	4.32	0.06	0	146	0	184203	4901528	No result	No result	SRS4567575	SRR8833298	2013	Food	Poultry	Turkey	Brazil (import)	NA	UK Health Security Agency
SRR8833299	15	Heidelberg	52.08	4128796	95.61	4.33	0.06	0	108	0	234803	4917790	No result	No result	SRS4567576	SRR8833299	2014	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR8833300	Unknown	Heidelberg	52.06	4279034	95.77	4.17	0.06	0	115	0	234803	4931885	No result	No result	SRS4567577	SRR8833300	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8833363	13	Agona	52.02	4181300	96.53	3.41	0.06	0	110	0	184203	4817489	No result	No result	SRS4567624	SRR8833363	2013	Food	Poultry	Turkey	Brazil (import)	NA	UK Health Security Agency
SRR8833364	65	Brandenburg	52.15	4399626	96.41	3.53	0.06	0	116	0	217055	4613445	No result	No result	SRS4567625	SRR8833364	2013	Food	Poultry	Turkey	Brazil (import)	NA	UK Health Security Agency
SRR8839357	Unknown	Heidelberg	52.04	3703494	95.49	4.46	0.06	0	106	0	256948	4988817	No result	No result	SRS4572494	SRR8839357	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8839358	Unknown	Heidelberg	52.03	4106944	95.22	4.73	0.06	0	110	0	196032	4996818	No result	No result	SRS4572495	SRR8839358	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8856647	14	Senftenberg	51.92	5357842	93.84	6.11	0.05	0	114	0	207169	4810679	No result	No result	SRS4590030	SRR8856647	2014	Food	Poultry	Turkey	Brazil (import)	NA	UK Health Security Agency
SRR8861997	14	Senftenberg	51.92	4190322	96.18	3.76	0.05	0	136	0	223690	4812570	No result	No result	SRS4594775	SRR8861997	2014	Food	Poultry	Turkey	Brazil (import)	NA	UK Health Security Agency
SRR8863367	Unknown	Mbandaka	51.95	4626840	96.32	3.65	0.03	0	186	0	168889	4961801	No result	No result	SRS4596073	SRR8863367	2009	Food	Poultry	Dogchew	Brazil (import)	NA	UK Health Security Agency
SRR8863369	Unknown	Heidelberg	52.02	3797226	96.43	3.52	0.06	0	127	0	215026	5027518	No result	No result	SRS4596075	SRR8863369	2013	Food	Poultry	Raw poultry	Brazil (import)	NA	UK Health Security Agency
SRR8863370	316	Montevideo	52.14	3187134	92.59	7.38	0.02	0	96	0	210563	4705645	No result	No result	SRS4596076	SRR8863370	2009	Food	ND	Dogchew	Brazil (import)	NA	UK Health Security Agency
SRR8863371	Unknown	Senftenberg	52.03	3324164	97.55	2.42	0.03	0	225	0	119777	5197932	No result	No result	SRS4596077	SRR8863371	2009	Food	ND	Dogchew	Brazil (import)	NA	UK Health Security Agency
SRR8863374	217	Senftenberg	52.03	4206086	98.32	1.64	0.03	0	255	0	110303	5201282	No result	No result	SRS4596079	SRR8863374	2009	Food	ND	Dogchew	Brazil (import)	NA	UK Health Security Agency
SRR8863377	Unknown	Senftenberg	52.03	3682838	97.15	2.83	0.03	0	220	0	119777	5182015	No result	No result	SRS4596082	SRR8863377	2009	Food	ND	Dogchew	Brazil (import)	NA	UK Health Security Agency
SRR8866679	217	Senftenberg	52.02	5072876	96.93	3.04	0.03	0	233	0	122923	5159681	No result	No result	SRS4598884	SRR8866679	2009	Food	ND	Dogchew	Brazil (import)	NA	UK Health Security Agency
SRR9261107	15	Heidelberg	52.08	3933838	93.31	10.7	0	0	144	0	198896	5038668	No result	No result	SRS4935117	SRR9261107	2019	Food	ND	food	United Kingdom	NA	UK Health Security Agency
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
